Brand,Model,Kilometers,Year,Fuel Type,Transmission Type,Engine Capacity (CC),Body Type,Price_EGP
Peugeot,407,300000,2008,Benzine,Automatic,2200,Sedan,"EGP 350,000"
Hyundai,Atos,115000,2009,Benzine,Manual,1100,Hatchback,"EGP 320,000"
Nissan,Sunny,155000,2014,Benzine,Automatic,1500,Sedan,"EGP 380,000"
BMW,IX1,120000,2020,Benzine,Automatic,1300,SUV,"EGP 1,900,000"
Speranza,A213,186000,2009,Benzine,Manual,1300,Sedan,"EGP 155,000"
Renault,Megane,60000,2020,Benzine,Automatic,1600,Sedan,"EGP 750,000"
Chevrolet,Optra,147000,2010,Benzine,Automatic,1600,Sedan,"EGP 420,000"
Hyundai,Verna,195000,2009,Benzine,Manual,1600,Sedan,"EGP 245,000"
Mercedes-Benz,CLA 200,13000,2023,Benzine,Automatic,1400,Sedan,"EGP 2,300,000"
Kia,Sportage,40000,2022,Benzine,Automatic,1600,SUV,"EGP 1,650,000"
Hyundai,Verna,129000,2008,Benzine,Manual,1500,Sedan,"EGP 270,000"
Opel,Vectra,224300,1996,Benzine,Automatic,2000,Sedan,"EGP 200,000"
Mercedes-Benz,C180,7000,2024,Benzine,Automatic,,Sedan,"EGP 2,685,000"
Fiat,Dogan,190000,1995,Benzine,Manual,1600,Sedan,"EGP 200,000"
Fiat,128,10000,1984,Benzine,Manual,1300,Sedan,"EGP 45,000"
Kia,Pride,200000,1999,Benzine,Manual,,,"EGP 130,000"
Peugeot,504,150000,1977,Benzine,Manual,1500,Sedan,"EGP 115,000"
BYD,L3,60000,2016,Benzine,Manual,1500,Sedan,"EGP 350,000"
Volkswagen,Polo,300,2001,Benzine,Manual,1400,Hatchback,"EGP 225,000"
BMW,520,105000,2018,Benzine,Automatic,2000,Sedan,"EGP 1,950,000"
Hyundai,Elantra,150000,2014,Benzine,Automatic,1600,Sedan,"EGP 620,000"
Mitsubishi,Lancer,200000,1993,Benzine,Automatic,,,"EGP 225,000"
Seat,Ibiza,100000,1989,Benzine,Manual,1400,Small city car,"EGP 70,000"
Chevrolet,Pickup/Dababa,100000,2010,Diesel,Manual,2500,Pickup,"EGP 410,000"
Renault,Logan,95000,2019,Benzine,Automatic,1300,Sedan,"EGP 515,000"
Hyundai,Excel,200000,1995,Benzine,Manual,1500,Sedan,"EGP 105,000"
Skoda,Fantasia,200000,2010,Benzine,Automatic,2000,Sedan,"EGP 680,000"
Honda,Civic,300000,2009,Benzine,Automatic,1600,Sedan,"EGP 560,000"
Geely,Emgrand 7,15000,2015,Benzine,Manual,1500,Sedan,"EGP 265,000"
Mercedes-Benz,S560,36000,2019,Benzine,Automatic,,Sedan,"EGP 7,950,000"
Nissan,Qashqai,185000,2014,Benzine,Automatic,1600,Hatchback,"EGP 560,000"
Volkswagen,Polo,300000,1999,Benzine,Manual,1600,Hatchback,"EGP 200,000"
Kia,Rio,145000,2003,Benzine,Manual,,Sedan,"EGP 210,000"
Hyundai,IX35,195000,2016,Benzine,Automatic,1600,SUV,"EGP 780,000"
Renault,14,100000,2014,Benzine,Manual,,Hatchback,"EGP 400,000"
Opel,Corsa,46000,2023,Benzine,Automatic,1200,Hatchback,"EGP 940,000"
MINI,Cooper,43000,2023,Benzine,Automatic,,Hatchback,"EGP 1,800,000"
Bentley,Continental GT,8000,2022,Benzine,Automatic,4000,Sports / Coupe,"EGP 16,200,000"
BMW,318,279000,2012,Benzine,Automatic,2000,Sedan,"EGP 830,000"
Kia,Cerato,20000,2022,Benzine,Automatic,1600,Sedan,"EGP 1,330,000"
Daewoo,Matiz,265000,1999,Benzine,Manual,900,Hatchback,"EGP 85,000"
Mercedes-Benz,C180,25000,2025,Benzine,Automatic,1600,Sedan,"EGP 2,880,000"
Ssang Yong,Torres,28500,2024,Benzine,Automatic,1500,SUV,"EGP 1,500,000"
Volkswagen,Passat,130000,2017,Benzine,Automatic,,Sedan,"EGP 990,000"
Mercedes-Benz,200,180000,1979,Benzine,Manual,2000,Sedan,"EGP 150,000"
Mercedes-Benz,E200,190000,2007,Benzine,Automatic,,Sedan,"EGP 1,470,000"
MG,RX5,34000,2023,Benzine,Automatic,1500,SUV,"EGP 1,175,000"
Volkswagen,Polo,170000,1999,Benzine,Automatic,1400,Hatchback,"EGP 300,000"
Proton,Gen-2,188000,2014,Benzine,Manual,,Sedan,"EGP 410,000"
Daewoo,Espero,130000,1995,Benzine,Automatic,1500,Sedan,"EGP 130,000"
Skoda,Octavia,161000,2013,Benzine,Automatic,1400,Sedan,"EGP 830,000"
Jeep,Cherokee,210000,2012,Benzine,Automatic,3700,4X4,"EGP 925,000"
Chery,Envy,350000,2018,Benzine,Manual,1500,Sedan,"EGP 385,000"
Speranza,A113,160000,2010,Benzine,Manual,1300,Hatchback,"EGP 210,000"
Speranza,A516,200000,2009,Benzine,Manual,1600,Sedan,"EGP 230,000"
Nissan,Sunny,160000,2016,Benzine,Automatic,1500,Sedan,"EGP 475,000"
Peugeot,3008,79900,2020,Benzine,Automatic,1600,SUV,"EGP 1,400,000"
Peugeot,206,220,2006,Benzine,Automatic,8888,Sports / Coupe,"EGP 375,000"
Audi,Q5 E-Tron,13800,2021,Electric,Automatic,,SUV,"EGP 1,575,000"
Chevrolet,Lanos,200000,2015,Benzine,Manual,1500,Sedan,"EGP 295,000"
Mercedes-Benz,C180,60000,2022,Benzine,Automatic,1500,Sedan,"EGP 2,575,000"
Suzuki,Maruti,250000,2008,Benzine,Manual,800,Hatchback,"EGP 120,000"
Jeep,Grand Cherokee,120000,2018,Benzine,Automatic,5700,4X4,"EGP 2,000,000"
Toyota,Corolla,20000,2021,Benzine,Automatic,1600,Sedan,"EGP 1,075,000"
Mercedes-Benz,E300,120000,2010,Benzine,Automatic,3000,Sedan,"EGP 1,770,000"
Suzuki,Alto,93000,2019,Benzine,Manual,,,"EGP 280,000"
Renault,Logan,164000,2016,Benzine,Manual,1600,Sedan,"EGP 320,000"
Daewoo,Lacetti,268000,2003,Benzine,Automatic,1600,Sedan,"EGP 350,000"
Toyota,Corolla,250,2013,Benzine,Automatic,1600,Sedan,"EGP 640,000"
Proton,Saga,114000,2021,Benzine,Automatic,1300,Sedan,"EGP 490,000"
Daewoo,Cielo,10000,1996,Benzine,Manual,1500,Sedan,"EGP 135,000"
Chevrolet,Lanos,275000,2011,Benzine,Manual,,,"EGP 270,000"
Suzuki,Van,572300,2014,Benzine,Manual,1000,Van / Bus,"EGP 230,000"
Mercedes-Benz,E200,60000,2022,Benzine,Automatic,2000,Sedan,"EGP 3,350,000"
Daihatsu,Mira,200000,1999,Benzine,Automatic,,Hatchback,"EGP 290,000"
Chevrolet,Cruze,212000,2016,Benzine,Automatic,1600,Sedan,"EGP 450,000"
Mercedes-Benz,C180,17000,2024,Benzine,Automatic,1500,Sedan,"EGP 2,900,000"
Ford,Fiesta,200000,2000,Benzine,Manual,1250,Hatchback,"EGP 125,000"
Opel,Astra,190000,2006,Benzine,Automatic,1600,Sedan,"EGP 280,000"
Kia,Sportage,130000,2015,Benzine,Automatic,1600,SUV,"EGP 1,050,000"
Fiat,Tipo,75000,2022,Benzine,Automatic,1600,Sedan,"EGP 830,000"
Hyundai,Verna,160000,2013,Benzine,Automatic,1600,Sedan,"EGP 375,000"
Jeep,Cherokee,270000,2012,Benzine,Automatic,3700,4X4,"EGP 895,000"
GMC,Sierra,77000,2022,Benzine,Automatic,5300,Pickup,"EGP 3,100,000"
Ssang Yong,Tivoli XLV,25000,2023,Benzine,Automatic,1600,Hatchback,"EGP 850,000"
Mercedes-Benz,C180,3050,2012,Benzine,Automatic,,Sedan,"EGP 1,150,000"
Chevrolet,Spark,95000,2011,Benzine,Manual,1000,Hatchback,"EGP 230,000"
Volkswagen,Golf,200000,1992,Benzine,Manual,1800,Hatchback,"EGP 230,000"
Chevrolet,Aveo,330000,2009,Benzine,Manual,,Sedan,"EGP 315,000"
Proton,Persona,290000,2009,Benzine,Automatic,1600,Sedan,"EGP 350,000"
Mercedes-Benz,C180,140000,2015,Benzine,Automatic,,Sedan,"EGP 1,690,000"
Jeep,Renegade,74500,2020,Benzine,Automatic,,4X4,"EGP 1,200,000"
Toyota,Corolla,150000,2016,Benzine,Automatic,1600,Sedan,"EGP 850,000"
Chevrolet,Cruze,170000,2010,Benzine,Automatic,1600,Sedan,"EGP 380,000"
Renault,Scenic,190000,2003,Benzine,Automatic,1600,Sedan,"EGP 230,000"
Suzuki,Maruti,134000,1999,Benzine,Manual,,Hatchback,"EGP 95,000"
Renault,Logan,163000,2013,Benzine,Automatic,,Sedan,"EGP 350,000"
Renault,Megane,90000,2021,Benzine,Automatic,1600,Sedan,"EGP 770,000"
Daihatsu,Charade,100000,1990,Benzine,Automatic,900,Hatchback,"EGP 100,000"
Nissan,Sunny,215000,2010,Benzine,Automatic,1600,Sedan,"EGP 510,000"
Skoda,Octavia,46000,2022,Benzine,Automatic,1400,Sedan,"EGP 1,350,000"
Audi,A5,177000,2018,Benzine,Automatic,1400,Hatchback,"EGP 1,575,000"
Nissan,Sunny,235000,2017,Benzine,Automatic,1500,Sedan,"EGP 415,000"
Renault,Clio,180,2007,Benzine,Manual,1400,Sedan,"EGP 240,000"
Renault,Logan,167000,2015,Benzine,Automatic,1600,Sedan,"EGP 370,000"
Honda,Civic,209000,2009,Benzine,Automatic,1600,Sedan,"EGP 560,000"
Toyota,Belta,53000,2022,Benzine,Automatic,1500,Sedan,"EGP 810,000"
Audi,Q3,105000,2021,Benzine,Automatic,,SUV,"EGP 1,850,000"
Mazda,3,234000,2010,Benzine,Automatic,1600,Sedan,"EGP 450,000"
Chevrolet,Optra,138000,2017,Benzine,Automatic,1500,Sedan,"EGP 510,000"
Renault,Logan,165000,2015,Benzine,Automatic,1600,Sedan,"EGP 350,000"
Nissan,Sunny,115000,2011,Benzine,Automatic,1600,Sedan,"EGP 500,000"
Nissan,Sentra,380000,2019,Benzine,Automatic,1500,Sedan,"EGP 590,000"
Nissan,Qashqai,9000,2025,Benzine,Automatic,1200,SUV,"EGP 1,430,000"
Kia,Carens,142000,2010,Benzine,Automatic,1600,Hatchback,"EGP 585,000"
Mercedes-Benz,E280,30000,2022,Benzine,Automatic,2000,Sedan,"EGP 4,000,000"
Fiat,131,1000000,1981,Benzine,Manual,1300,Sedan,"EGP 90,000"
Suzuki,Alto,129000,2013,Benzine,Manual,,,"EGP 200,000"
Mercedes-Benz,C200,4000,2023,Benzine,Automatic,,Sedan,"EGP 2,980,000"
Suzuki,Maruti,83000,2011,Benzine,Manual,,,"EGP 155,000"
Mercedes-Benz,C180,400000,2003,Benzine,Automatic,1800,Sedan,"EGP 520,000"
Opel,Astra,160000,2018,Benzine,Automatic,1600,Sedan,"EGP 600,000"
Mercedes-Benz,C180,31000,2019,Benzine,Automatic,1600,Sedan,"EGP 2,450,000"
Fiat,500X,197000,2019,Benzine,Automatic,1400,Hatchback,"EGP 700,000"
Hyundai,Viva,189000,2000,Benzine,Manual,1500,Sedan,"EGP 250,000"
BMW,328,160000,2015,Benzine,Automatic,2000,Sedan,"EGP 1,180,000"
Land Rover,Range Rover Sport,20000,2022,Benzine,Automatic,,SUV,"EGP 5,690,000"
Skoda,Octavia,210000,2015,Benzine,Automatic,1600,Sedan,"EGP 850,000"
BMW,IX3,5000,2023,Benzine,Automatic,2000,Estate,"EGP 3,450,000"
BMW,330,5000,2024,Benzine,Automatic,2000,Sedan,"EGP 4,100,000"
Lada,2107,1,2009,Benzine,Manual,1500,Sedan,"EGP 95,000"
Audi,Q3,74000,2021,Benzine,Automatic,,SUV,"EGP 2,100,000"
Lincoln,Town Car,82000,2000,Benzine,Automatic,4600,Sedan,"EGP 850,000"
Toyota,Corolla,145000,2015,Benzine,Automatic,1600,Sedan,"EGP 690,000"
Mercedes-Benz,C180,30000,2023,Benzine,Automatic,,Sedan,"EGP 2,650,000"
Jeep,Grand Cherokee,145000,2015,Benzine,Automatic,5700,4X4,"EGP 1,700,000"
Skoda,Octavia,1,2026,Benzine,Automatic,1400,Sedan,"EGP 1,850,000"
Mercedes-Benz,E200,17000,2021,Benzine,Automatic,,Sedan,"EGP 3,950,000"
Honda,Civic,180000,1993,Benzine,Automatic,1600,Sedan,"EGP 200,000"
Mercedes-Benz,B180,230000,2015,Benzine,Automatic,1600,Hatchback,"EGP 685,000"
BMW,318,110000,2018,Benzine,Automatic,1300,Sedan,"EGP 1,250,000"
Renault,Rainbow,290000,2000,Benzine,Manual,,,"EGP 110,000"
Audi,A5,30000,2024,Natural Gas,Automatic,2000,Sedan,"EGP 2,750,000"
BMW,X3,109000,2016,Benzine,Automatic,3000,SUV,"EGP 1,725,000"
BMW,X3,169000,2018,Benzine,Automatic,2000,SUV,"EGP 1,600,000"
Kia,Cerato,161700,2006,Benzine,Automatic,1600,Sedan,"EGP 425,000"
Hyundai,Excel,200000,1997,Benzine,Manual,1300,Sedan,"EGP 135,000"
Mercedes-Benz,A150,200000,2005,Benzine,Manual,,Hatchback,"EGP 400,000"
Mazda,3,188000,2015,Benzine,Automatic,1600,Sedan,"EGP 690,000"
Renault,Austral,19000,2025,Benzine,Automatic,1300,SUV,"EGP 1,650,000"
Opel,Astra,230000,2013,Benzine,Automatic,,Sedan,"EGP 520,000"
Fiat,131,200000,1979,Benzine,Manual,,Sedan,"EGP 66,000"
Jac,Other,90000,2010,Benzine,Manual,,Sedan,"EGP 245,000"
BYD,F3,160000,2011,Benzine,Manual,,,"EGP 300,000"
Audi,Q3,33000,2024,Benzine,Automatic,1400,SUV,"EGP 2,375,000"
Hyundai,Verna,218000,2014,Benzine,Automatic,1600,Sedan,"EGP 335,000"
Speranza,A113,,2012,Benzine,Manual,1400,Hatchback,"EGP 260,000"
Audi,Q2,43000,2024,Benzine,Automatic,1400,SUV,"EGP 1,300,000"
Hyundai,Accent,125000,2013,Benzine,Automatic,1600,Sedan,"EGP 540,000"
Lada,2107,180000,2014,Benzine,Manual,1600,Sedan,"EGP 110,000"
Nissan,Sunny,30000,2024,Benzine,Automatic,1600,Sedan,"EGP 635,000"
Hyundai,Elantra,57000,2022,Benzine,Automatic,,Sedan,"EGP 1,150,000"
Geely,Emgrand 7,228000,2015,Benzine,Manual,,Sedan,"EGP 285,000"
Daihatsu,Sirion,209000,2007,Benzine,Automatic,1300,Hatchback,"EGP 410,000"
Skoda,Fantasia,210000,2012,Benzine,Automatic,1600,Sedan,"EGP 550,000"
Daewoo,Lanos,278000,2005,Benzine,Manual,1500,Estate,"EGP 280,000"
Geely,X Pandido,70000,2015,Benzine,Automatic,1500,Hatchback,"EGP 350,000"
Hyundai,Elantra,144000,2014,Benzine,Automatic,1600,Sedan,"EGP 650,000"
Citroen,C4,350,2006,Benzine,Automatic,1600,Hatchback,"EGP 290,000"
Hyundai,Accent,162000,2012,Benzine,Automatic,1600,Sedan,"EGP 500,000"
Opel,Astra,185000,2016,Benzine,Automatic,1600,Sedan,"EGP 550,000"
BMW,IX3,13000,2024,Electric,Automatic,,SUV,"EGP 2,300,000"
Kia,Picanto,100000,2017,Benzine,Automatic,,Hatchback,"EGP 550,000"
BMW,525,310000,2009,Benzine,Automatic,2500,Sedan,"EGP 780,000"
Speranza,A113,296800,2008,Benzine,Manual,1300,Hatchback,"EGP 220,000"
Hyundai,Excel,265000,1997,Benzine,Manual,,,"EGP 140,000"
Skoda,Superb,98000,2022,Benzine,Automatic,2000,Sedan,"EGP 2,250,000"
Fiat,Grand Punto,310000,2007,Benzine,Manual,1400,Hatchback,"EGP 240,000"
Opel,Vectra,200000,1998,Benzine,Manual,,,"EGP 210,000"
Kia,Picanto,115000,2015,Benzine,Automatic,1300,Hatchback,"EGP 550,000"
Jeep,Cherokee,100000,2015,Benzine,Automatic,5700,4X4,"EGP 1,750,000"
Mitsubishi,Lancer,320000,1998,Benzine,Automatic,1300,Sedan,"EGP 260,000"
Mercedes-Benz,C200,7000,2023,Benzine,Automatic,1500,Sedan,"EGP 3,350,000"
Saipa,Tiba,155000,2014,Benzine,Manual,1500,Sedan,"EGP 220,000"
Mercedes-Benz,E300,60000,2021,Benzine,Automatic,2000,Sedan,"EGP 3,800,000"
Chevrolet,Lanos,300000,2013,Natural Gas,Manual,1600,Sedan,"EGP 270,000"
Mercedes-Benz,C180,30000,2023,Benzine,Automatic,,Sedan,"EGP 2,890,000"
Land Rover,Velar,240,2024,Benzine,Automatic,2000,SUV,"EGP 5,400,000"
Jaguar,F-type,21000,2020,Benzine,Automatic,2000,Convertible,"EGP 4,150,000"
Volkswagen,Golf,100000,1984,Benzine,Manual,1400,Hatchback,"EGP 170,000"
Mitsubishi,Lancer,150000,2018,Benzine,Automatic,1600,Sedan,"EGP 650,000"
Jeep,Grand Cherokee,120000,2022,Benzine,Automatic,5700,4X4,"EGP 3,350,000"
Fiat,Palio,88000,2006,Benzine,Manual,,,"EGP 150,000"
Volkswagen,Jetta,248000,2006,Benzine,Automatic,1600,Sedan,"EGP 540,000"
BMW,316,230000,2014,Benzine,Automatic,1600,Sedan,"EGP 850,000"
BMW,X3,89000,2016,Benzine,Automatic,3000,SUV,"EGP 1,750,000"
Renault,Sandero Stepway,28000,2023,Benzine,Automatic,1500,Small city car,"EGP 690,000"
Tesla,Model Y,50000,2021,Electric,Automatic,,Sports / Coupe,"EGP 1,850,000"
Hyundai,Matrix,125000,2010,Benzine,Automatic,1600,Hatchback,"EGP 535,000"
Peugeot,308 SW,250000,2010,Benzine,Automatic,1600,Hatchback,"EGP 350,000"
Mercedes-Benz,S450,23000,2022,Benzine,Automatic,3000,Sedan,"EGP 7,300,000"
Daewoo,Lanos,254000,2007,Benzine,Manual,1500,Sedan,"EGP 270,000"
Fiat,128,85000,1988,Benzine,Manual,1300,Sedan,"EGP 80,000"
Peugeot,405,230000,2007,Benzine,Manual,1600,Sedan,"EGP 140,000"
Chevrolet,Aveo,99000,2017,Benzine,Automatic,,Sedan,"EGP 450,000"
Opel,Vectra,1,1995,Benzine,Manual,1600,Sedan,"EGP 100,000"
Daewoo,Lanos,100000,2010,Diesel,Automatic,,Small city car,"EGP 320,000"
BMW,530,59000,2023,Benzine,Automatic,2000,Sedan,"EGP 3,500,000"
Mercedes-Benz,A180,175000,2017,Benzine,Automatic,1600,Sedan,"EGP 2,175,000"
Chevrolet,Aveo,180000,2013,Natural Gas,Automatic,1500,Sedan,"EGP 255,000"
Daewoo,Juliet,300000,1999,Benzine,Automatic,1500,Sedan,"EGP 290,000"
Jetour,X90,9000,2024,Benzine,Automatic,,SUV,"EGP 1,400,000"
Porsche,Cayman,35000,2021,Benzine,Automatic,2000,Sports / Coupe,"EGP 4,600,000"
Jeep,Grand Cherokee,255000,2015,Benzine,Automatic,5700,4X4,"EGP 1,250,000"
Hyundai,Elantra,47124,2021,Benzine,Automatic,,Sedan,"EGP 1,185,000"
Mercedes-Benz,CLA 200,82000,2018,Benzine,Automatic,,Sedan,"EGP 1,750,000"
Peugeot,508,200000,2014,Benzine,Automatic,1600,Sedan,"EGP 660,000"
Skoda,Octavia,50000,1999,Benzine,Manual,1500,Sedan,"EGP 285,000"
Mercedes-Benz,CLA 180,58000,2018,Benzine,Automatic,1600,Sports / Coupe,"EGP 1,600,000"
Peugeot,508,200000,2013,Benzine,Automatic,,Sedan,"EGP 600,000"
BMW,318,130000,2019,Benzine,Automatic,1500,Sedan,"EGP 1,175,000"
MINI,Countryman,145000,2019,Benzine,Automatic,,Hatchback,"EGP 1,100,000"
Mercedes-Benz,EQE 350,50000,2024,Electric,Automatic,,Hatchback,"EGP 3,000,000"
Mercedes-Benz,E200,300000,1977,Benzine,Manual,2000,Sedan,"EGP 120,000"
Skoda,Octavia,103500,2016,Benzine,Automatic,1600,Sedan,"EGP 850,000"
Chery,Envy,310000,2017,Benzine,Automatic,,,"EGP 230,000"
Lada,2105,100000,1994,Benzine,Manual,1200,Sedan,"EGP 90,000"
BMW,520,240000,2014,Benzine,Automatic,,Sedan,"EGP 1,625,000"
Mercedes-Benz,Maybach GLS,6000,2023,Benzine,Automatic,,SUV,"EGP 8,100,000"
Porsche,Macan,9508,2025,Electric,Automatic,,SUV,"EGP 4,900,000"
Lamborghini,Urus,13000,2022,Benzine,Automatic,,4X4,"EGP 19,000,000"
Fiat,Uno,300000,1998,Benzine,Manual,1000,Hatchback,"EGP 137,000"
Fiat,Tempra,198000,1998,Benzine,Manual,,,"EGP 145,000"
BMW,320,24000,2024,Benzine,Automatic,1600,Sedan,"EGP 2,650,000"
Toyota,Echo,460000,2003,Benzine,Automatic,1300,Sedan,"EGP 280,000"
Chevrolet,Lanos,273000,2013,Benzine,Manual,,Sedan,"EGP 230,000"
Kia,Sephia,198000,1999,Benzine,Automatic,1600,Sedan,"EGP 200,000"
Mercedes-Benz,C200,7000,2025,Benzine,Automatic,,Sedan,"EGP 3,550,000"
Kia,Sportage,176000,2020,Benzine,Automatic,,SUV,"EGP 1,310,000"
Jeep,Grand Cherokee,11000,2024,Benzine,Automatic,3600,SUV,"EGP 4,750,000"
Chevrolet,Optra,230000,2009,Benzine,Automatic,1600,Sedan,"EGP 360,000"
Opel,Insignia,75000,2018,Benzine,Automatic,,Sedan,"EGP 1,170,000"
Land Rover,Range Rover Vogue,53000,2021,Benzine,Automatic,5000,SUV,"EGP 9,500,000"
MG,HS,140000,2021,Benzine,Automatic,1500,SUV,"EGP 880,000"
Chery,Tiggo 3,43767,2023,Benzine,Automatic,,SUV,"EGP 690,000"
Peugeot,5008,92000,2020,Benzine,Automatic,1600,Hatchback,"EGP 1,200,000"
Peugeot,508,139000,2020,Benzine,Automatic,1600,Sedan,"EGP 1,200,000"
BMW,520,100000,2015,Benzine,Automatic,2000,Sedan,"EGP 1,700,000"
Fiat,Shahin,20299,1998,Benzine,Manual,1400,Sedan,"EGP 85,000"
Mercedes-Benz,CLA 200,4500,2025,Benzine,Automatic,1300,Sedan,"EGP 2,900,000"
Daewoo,Lanos,188888,2004,Benzine,Manual,1500,Sedan,"EGP 2,750,000"
Opel,Crossland,40000,2022,Benzine,Automatic,,SUV,"EGP 835,000"
Mitsubishi,,300000,2005,Benzine,Automatic,,,"EGP 300,000"
Opel,Vectra,191000,1995,Benzine,Automatic,,,"EGP 180,000"
Land Rover,Evoque,62000,2020,Benzine,Automatic,2000,SUV,"EGP 2,950,000"
Daewoo,,260000,2004,Benzine,Manual,,,"EGP 250,000"
Daewoo,Lanos,200,2004,Natural Gas,Manual,,Sedan,"EGP 230,000"
Chevrolet,Cruze,233000,2010,Natural Gas,Automatic,1600,Sedan,"EGP 375,000"
Seat,Toledo,80000,2016,Benzine,Automatic,1600,Sedan,"EGP 690,000"
Speranza,Tiggo,240000,2010,Benzine,Manual,1500,SUV,"EGP 300,000"
Fiat,Siena,250000,2006,Benzine,Manual,1300,Sedan,"EGP 95,000"
Mercedes-Benz,E180,200000,2018,Benzine,Automatic,,Sedan,"EGP 2,400,000"
Mitsubishi,Lancer,250000,2007,Benzine,Automatic,1600,Sedan,"EGP 390,000"
Alfa Romeo,Giulia,13000,2024,Benzine,Automatic,2000,Sedan,"EGP 2,650,000"
Chevrolet,Equinox,116000,2018,Benzine,Automatic,,SUV,"EGP 1,000,000"
BMW,740,195000,2011,Benzine,Automatic,3000,Sedan,"EGP 1,390,000"
Volkswagen,Tiguan,50000,2022,Benzine,Automatic,1600,SUV,"EGP 1,750,000"
Hyundai,Elantra,265000,2002,Benzine,Automatic,1500,Sedan,"EGP 385,000"
Volkswagen,Polo,300000,1998,Benzine,Manual,1400,Hatchback,"EGP 200,000"
Mercedes-Benz,S560,98000,2019,Benzine,Automatic,4000,Sedan,"EGP 4,900,000"
Peugeot,508,154000,2020,Benzine,Automatic,1600,Sedan,"EGP 1,030,000"
Peugeot,405,345000,1996,Benzine,Manual,,,"EGP 145,000"
Fiat,Tipo,31000,2021,Benzine,Automatic,,Sedan,"EGP 750,000"
Hyundai,Verna,162000,2012,Benzine,Automatic,1300,Sedan,"EGP 3,800,008"
Opel,Astra,110000,2016,Benzine,Automatic,1600,Sedan,"EGP 650,000"
Hyundai,Elantra,182000,2019,Benzine,Automatic,1600,Sedan,"EGP 615,000"
Renault,Duster,1400,2024,Benzine,Automatic,1600,SUV,"EGP 1,020,000"
Kia,Cerato,190000,2022,Benzine,Automatic,1600,Sedan,"EGP 950,000"
Fiat,Punto,115000,2009,Benzine,Manual,,Hatchback,"EGP 260,000"
Opel,Astra,162000,2020,Benzine,Automatic,1400,Sedan,"EGP 630,000"
Kia,Rio,100000,2017,Benzine,Automatic,,Sedan,"EGP 590,000"
Fiat,Punto,220000,2001,Benzine,Manual,,,"EGP 200,000"
Peugeot,301,90000,2020,Benzine,Automatic,1587,Sedan,"EGP 710,000"
Hummer,Other,20000,2024,Electric,Automatic,,4X4,"EGP 7,200,000"
Fiat,Uno,25588,1993,Benzine,Manual,1000,Hatchback,"EGP 80,000"
Mercedes-Benz,E200,57000,2020,Benzine,Automatic,2000,Sedan,"EGP 3,100,000"
Chevrolet,Aveo,390000,2009,Benzine,Automatic,1500,Sedan,"EGP 310,000"
Chevrolet,Aveo,205000,2009,Benzine,Automatic,1500,Sedan,"EGP 335,000"
Kia,Cerato,65000,2019,Benzine,Automatic,1600,Sedan,"EGP 890,000"
Fiat,Siena,1,2001,Benzine,Manual,,,"EGP 210,000"
Citroen,C-Elysée,178000,2020,Benzine,Automatic,1600,Sedan,"EGP 610,000"
Mitsubishi,Xpander,5000,2025,Benzine,Automatic,1500,Hatchback,"EGP 1,420,000"
Hyundai,Excel,250000,1997,Benzine,Manual,1300,Sedan,"EGP 160,000"
Mercedes-Benz,E200,11000,2021,Benzine,Automatic,1998,Sedan,"EGP 3,700,000"
Geely,Emgrand 7,11000,2015,Benzine,Manual,1600,Sedan,"EGP 270,000"
Proton,Saga,180000,2012,Benzine,Manual,1300,Sedan,"EGP 300,000"
Suzuki,Van,70000,2023,Benzine,Manual,1000,Van / Bus,"EGP 420,000"
Kia,Shuma,1,2001,Benzine,Automatic,,,"EGP 205,000"
Speranza,A113,70000,2012,Benzine,Manual,,Hatchback,"EGP 229,000"
Nissan,Sunny,9800,2024,Benzine,Automatic,1500,Sedan,"EGP 699,000"
Avatr,12,8000,2024,Electric,Automatic,100,Sedan,"EGP 2,800,000"
BYD,Song L,662,2025,Electric,Automatic,,SUV,"EGP 1,950,000"
Land Rover,Velar,20000,2024,Benzine,Automatic,2000,SUV,"EGP 5,700,000"
Mercedes-Benz,E180,240000,2016,Benzine,Automatic,1800,Sedan,"EGP 1,750,000"
BYD,F3,200000,2015,Diesel,Manual,1600,Sedan,"EGP 300,000"
Renault,Megane,260000,2006,Benzine,Automatic,1600,Hatchback,"EGP 350,000"
Opel,Vectra,277500,1995,Benzine,Manual,1600,Sedan,"EGP 165,000"
Proton,Wira,99999,2004,Benzine,Manual,,Sedan,"EGP 220,000"
Speranza,A113,225000,2007,Benzine,Manual,1300,Hatchback,"EGP 175,000"
Daewoo,Nubira,200,1999,Benzine,Automatic,1600,Sedan,"EGP 210,000"
Peugeot,408,17000,2024,Benzine,Automatic,,SUV,"EGP 1,900,000"
BYD,F3,250000,2021,Benzine,Manual,1500,Sedan,"EGP 470,000"
Peugeot,405,1,1996,Benzine,Manual,1600,Sedan,"EGP 150,000"
Chery,Arrizo 5,75000,2023,Benzine,Manual,,Sedan,"EGP 570,000"
Seat,Ibiza,88000,2021,Benzine,Automatic,1600,Hatchback,"EGP 750,000"
Peugeot,307,310000,2005,Benzine,Automatic,1600,Hatchback,"EGP 325,000"
Renault,Megane,159000,2017,Benzine,Automatic,,Sedan,"EGP 549,000"
BMW,I7,6500,2024,Electric,Automatic,,Sedan,"EGP 5,800,000"
Opel,Astra,161000,2015,Benzine,Automatic,1600,Sedan,"EGP 590,000"
